consumer_id,tradeline_id,subscriber_name,subscriber_code,account_type,opened,closed,credit_limit,high_credit,balance,past_due,payment_status,terms,months_reviewed
C0678,T01994,Bank_728,SUB89585,mortgage,2021-10-07,2023-10-07,0,250000,157558.22,250,current,R,48
C0678,T01995,Bank_708,SUB76821,mortgage,2024-11-22,2026-11-22,0,250000,24272.64,250,current,R,11
C0679,T01996,Bank_854,SUB95111,mortgage,2023-06-26,2024-06-25,0,180000,25678.1,750,current,R,28
C0679,T01997,Bank_991,SUB49038,mortgage,2022-11-22,2026-11-21,0,450000,105402.53,750,current,R,35
C0679,T01998,Bank_250,SUB71564,mortgage,2023-04-05,2026-04-04,0,180000,157491.8,500,current,R,30
C0680,T01999,Bank_524,SUB39865,installment,2015-03-04,2020-03-02,0,12000,10694.91,250,current,R,127
C0680,T02000,Bank_392,SUB64363,installment,2018-10-11,,0,8000,1704.16,500,current,R,84
C0680,T02001,Bank_253,SUB21932,revolving,2021-07-25,2024-07-24,1000,1000,471.13,250,current,R,51
C0681,T02002,Bank_499,SUB96089,revolving,2014-12-26,,10000,10000,6646.22,250,current,R,130
C0681,T02003,Bank_677,SUB38026,revolving,2024-04-24,2026-04-24,30000,30000,6489.75,0,current,R,18
C0682,T02004,Bank_844,SUB13002,mortgage,2012-07-22,2013-07-22,0,180000,9368.98,750,current,R,159
C0682,T02005,Bank_626,SUB56845,installment,2024-04-28,2028-04-27,0,18000,16326.28,250,current,R,18
C0682,T02006,Bank_524,SUB48356,revolving,2021-11-09,2025-11-08,20000,20000,13281.19,750,current,R,47
C0682,T02007,Bank_688,SUB49340,installment,2021-11-18,2024-11-17,0,22000,17644.56,750,current,R,47
C0683,T02008,Bank_905,SUB52674,revolving,2025-04-23,,20000,20000,8857.21,100,current,R,6
C0683,T02009,Bank_553,SUB81083,installment,2014-09-19,2017-09-18,0,22000,7721.55,0,current,R,133
C0683,T02010,Bank_720,SUB62858,mortgage,2019-12-15,2024-12-13,0,250000,239399.46,500,current,R,70
C0684,T02011,Bank_684,SUB94531,revolving,2020-10-07,2024-10-06,30000,30000,9913.06,100,current,R,60
C0684,T02012,Bank_515,SUB87970,installment,2022-05-13,2024-05-12,0,12000,3674.92,500,current,R,41
C0684,T02013,Bank_633,SUB81552,mortgage,2020-03-04,2021-03-04,0,320000,125862.67,750,current,R,67
C0684,T02014,Bank_160,SUB37779,installment,2011-04-11,,0,18000,6956.83,500,current,R,174
C0685,T02015,Bank_281,SUB25177,mortgage,2022-05-15,2026-05-14,0,180000,117142.29,750,current,R,41
C0685,T02016,Bank_518,SUB75891,mortgage,2020-01-25,2025-01-23,0,450000,310861.09,0,current,R,69
C0685,T02017,Bank_326,SUB38161,revolving,2012-11-19,,1000,1000,776.32,500,current,R,155
C0686,T02018,Bank_884,SUB13396,revolving,2021-03-28,2025-03-27,1000,1000,802.33,500,current,R,55
C0686,T02019,Bank_170,SUB34164,revolving,2015-10-11,2019-10-10,20000,20000,621.98,0,30_days_late,R,120
C0687,T02020,Bank_722,SUB84475,revolving,2021-08-04,,5000,5000,2782.9,100,current,R,50
C0687,T02021,Bank_690,SUB63973,revolving,2013-04-13,2016-04-12,5000,5000,1713.01,250,current,R,150
C0687,T02022,Bank_251,SUB88308,revolving,2024-02-17,2028-02-16,10000,10000,274.75,500,current,R,20
C0688,T02023,Bank_532,SUB20974,installment,2015-09-23,,0,8000,3926.24,0,current,R,121
C0688,T02024,Bank_992,SUB44758,revolving,2014-10-08,2016-10-07,2000,2000,576.54,250,current,R,132
C0689,T02025,Bank_833,SUB68846,revolving,2011-04-16,,10000,10000,4961.86,500,current,R,174
C0689,T02026,Bank_524,SUB27210,revolving,2018-09-01,2019-09-01,30000,30000,27042.41,0,current,R,85
C0690,T02027,Bank_272,SUB24439,installment,2011-11-08,,0,18000,16658.37,750,current,R,167
C0690,T02028,Bank_827,SUB94550,mortgage,2013-09-14,2014-09-14,0,180000,158984.77,250,current,R,145
C0690,T02029,Bank_238,SUB17807,revolving,2017-11-20,2019-11-20,1000,1000,194.83,750,current,R,95
C0690,T02030,Bank_696,SUB60712,mortgage,2023-03-08,2026-03-07,0,320000,190730.11,100,current,R,31
C0691,T02031,Bank_872,SUB16416,revolving,2013-10-25,2018-10-24,5000,5000,1824.69,100,current,R,144
C0691,T02032,Bank_865,SUB63355,installment,2016-07-01,2020-06-30,0,8000,7390.14,100,current,R,111
C0691,T02033,Bank_677,SUB52687,installment,2011-09-23,2016-09-21,0,8000,2131.11,250,current,R,169
C0691,T02034,Bank_613,SUB14552,revolving,2018-05-19,,10000,10000,310.93,500,current,R,89
C0692,T02035,Bank_141,SUB73846,installment,2014-12-15,2018-12-14,0,12000,8122.64,500,current,R,130
C0692,T02036,Bank_467,SUB69546,revolving,2018-03-20,,5000,5000,786.76,100,current,R,91
C0692,T02037,Bank_925,SUB55271,mortgage,2024-07-06,2026-07-06,0,320000,145911.61,100,current,R,15
C0693,T02038,Bank_580,SUB48468,installment,2011-02-13,,0,22000,3375.34,0,current,R,176
C0693,T02039,Bank_186,SUB25854,revolving,2022-09-11,2023-09-11,30000,30000,11757.71,750,60_days_late,R,37
C0694,T02040,Bank_509,SUB81878,installment,2022-03-25,2026-03-24,0,8000,6058.19,250,current,R,43
C0694,T02041,Bank_402,SUB15872,installment,2023-08-21,2027-08-20,0,22000,3764.32,750,current,R,26
C0694,T02042,Bank_380,SUB33502,revolving,2015-02-12,2019-02-11,2000,2000,206.53,0,current,R,128
C0695,T02043,Bank_999,SUB18194,revolving,2020-03-11,2024-03-10,1000,1000,520.16,500,current,R,67
C0695,T02044,Bank_885,SUB21489,installment,2024-03-04,2025-03-04,0,12000,335.09,250,current,R,19
C0696,T02045,Bank_252,SUB41745,revolving,2013-09-09,2017-09-08,5000,5000,3040.57,250,current,R,145
C0696,T02046,Bank_862,SUB39651,revolving,2014-03-24,2015-03-24,20000,20000,2035.79,500,30_days_late,R,139
C0697,T02047,Bank_371,SUB35799,installment,2013-05-23,2014-05-23,0,8000,6361.18,750,current,R,149
C0697,T02048,Bank_643,SUB29303,mortgage,2024-08-19,2026-08-19,0,320000,20264.68,100,current,R,14
C0697,T02049,Bank_680,SUB60183,mortgage,2017-02-07,2022-02-06,0,180000,90388.5,100,current,R,104
C0697,T02050,Bank_795,SUB53580,installment,2014-05-06,,0,22000,11408.0,750,current,R,137
C0698,T02051,Bank_875,SUB74748,revolving,2025-08-10,2028-08-09,10000,10000,2246.79,250,current,R,2
C0698,T02052,Bank_639,SUB99071,revolving,2014-06-10,2016-06-09,30000,30000,9871.58,100,30_days_late,R,136
C0698,T02053,Bank_583,SUB30819,installment,2015-09-01,2017-08-31,0,18000,6676.24,250,current,R,121
C0699,T02054,Bank_823,SUB75608,installment,2018-08-13,2022-08-12,0,8000,4247.89,750,current,R,86
C0699,T02055,Bank_499,SUB82803,mortgage,2024-02-24,2025-02-23,0,450000,144391.37,250,current,R,20
C0700,T02056,Bank_828,SUB20774,installment,2016-02-12,2018-02-11,0,12000,1337.65,750,current,R,116
C0700,T02057,Bank_705,SUB88315,revolving,2018-05-08,2019-05-08,10000,10000,983.55,0,current,R,89
C0700,T02058,Bank_225,SUB99591,installment,2022-05-12,2025-05-11,0,12000,2699.91,750,current,R,41
C0701,T02059,Bank_125,SUB15991,mortgage,2017-04-27,2020-04-26,0,450000,80119.15,750,current,R,102
C0701,T02060,Bank_834,SUB64179,mortgage,2016-11-10,2019-11-10,0,450000,166376.12,500,current,R,107
C0701,T02061,Bank_686,SUB87432,installment,2012-12-17,2013-12-17,0,22000,1573.88,250,current,R,154
C0702,T02062,Bank_146,SUB37611,revolving,2025-10-09,2029-10-08,20000,20000,2849.22,0,current,R,1
C0702,T02063,Bank_561,SUB37097,mortgage,2016-02-06,2018-02-05,0,320000,87512.68,750,current,R,116
C0703,T02064,Bank_840,SUB75060,mortgage,2013-05-24,,0,250000,196413.39,500,current,R,149
C0703,T02065,Bank_112,SUB10489,installment,2018-01-15,2022-01-14,0,22000,18595.35,0,current,R,93
C0703,T02066,Bank_948,SUB37856,revolving,2024-07-23,2029-07-22,1000,1000,850.84,250,current,R,15
C0703,T02067,Bank_302,SUB11454,installment,2023-09-06,2026-09-05,0,12000,5155.14,250,current,R,25
C0704,T02068,Bank_506,SUB14254,installment,2021-11-19,,0,12000,7869.21,750,current,R,47
C0704,T02069,Bank_448,SUB78295,revolving,2018-09-12,,2000,2000,428.58,500,current,R,85
C0704,T02070,Bank_367,SUB33765,mortgage,2018-10-18,2023-10-17,0,320000,307900.5,500,current,R,84
C0705,T02071,Bank_843,SUB39559,mortgage,2010-07-24,2015-07-23,0,180000,85479.5,500,current,R,183
C0705,T02072,Bank_855,SUB82415,revolving,2022-05-21,,1000,1000,681.73,500,30_days_late,R,41
C0706,T02073,Bank_973,SUB63754,revolving,2021-10-09,2026-10-08,10000,10000,5708.56,100,current,R,48
C0706,T02074,Bank_474,SUB84443,revolving,2016-12-13,2020-12-12,10000,10000,4037.59,750,current,R,106
C0706,T02075,Bank_325,SUB82797,revolving,2016-06-26,2017-06-26,5000,5000,528.63,100,current,R,112
C0706,T02076,Bank_721,SUB11702,revolving,2010-09-21,2013-09-20,10000,10000,7751.58,250,current,R,181
C0707,T02077,Bank_638,SUB10029,revolving,2025-07-04,2026-07-04,1000,1000,92.0,100,current,R,3
C0707,T02078,Bank_718,SUB11673,installment,2019-05-06,2023-05-05,0,22000,13502.18,500,charged_off,R,77
C0707,T02079,Bank_571,SUB89377,revolving,2012-01-28,2016-01-27,10000,10000,7662.44,0,current,R,165
C0707,T02080,Bank_777,SUB13507,mortgage,2010-05-27,2015-05-26,0,180000,62805.95,0,current,R,185
C0708,T02081,Bank_920,SUB33753,installment,2024-10-19,2026-10-19,0,22000,4273.43,750,current,R,12
C0708,T02082,Bank_549,SUB30739,mortgage,2016-08-06,2018-08-06,0,250000,18712.36,750,current,R,110
C0708,T02083,Bank_554,SUB91010,revolving,2018-06-20,,30000,30000,24914.4,500,30_days_late,R,88
C0709,T02084,Bank_310,SUB91965,mortgage,2015-08-15,2016-08-14,0,320000,101095.77,750,current,R,122
C0709,T02085,Bank_135,SUB78648,revolving,2015-12-27,,20000,20000,8541.0,750,current,R,118
C0710,T02086,Bank_975,SUB63834,mortgage,2025-04-12,2029-04-11,0,320000,261153.98,0,30_days_late,R,6
C0710,T02087,Bank_883,SUB55960,revolving,2018-05-16,2022-05-15,2000,2000,980.8,750,30_days_late,R,89
C0710,T02088,Bank_862,SUB20263,mortgage,2022-05-24,2026-05-23,0,450000,175324.7,500,60_days_late,R,41
C0711,T02089,Bank_893,SUB57781,installment,2021-11-26,2024-11-25,0,18000,15281.87,250,current,R,47
C0711,T02090,Bank_332,SUB94106,mortgage,2017-08-16,2018-08-16,0,320000,215058.25,750,current,R,98
C0711,T02091,Bank_644,SUB38300,installment,2018-06-01,2021-05-31,0,8000,6095.51,100,current,R,88
C0712,T02092,Bank_383,SUB13824,revolving,2021-07-19,2026-07-18,2000,2000,821.6,100,current,R,51
C0712,T02093,Bank_823,SUB43759,revolving,2025-04-15,2028-04-14,5000,5000,106.28,250,current,R,6
C0713,T02094,Bank_542,SUB36997,installment,2020-02-02,2022-02-01,0,18000,9285.56,750,current,R,68
C0713,T02095,Bank_977,SUB27890,installment,2016-05-13,2020-05-12,0,22000,18682.8,250,current,R,113
C0714,T02096,Bank_171,SUB16995,installment,2016-10-20,2017-10-20,0,12000,9255.09,500,current,R,108
C0714,T02097,Bank_406,SUB77862,revolving,2012-01-06,2016-01-05,10000,10000,7920.26,500,current,R,165
C0714,T02098,Bank_369,SUB42979,revolving,2018-10-15,2022-10-14,20000,20000,4169.2,100,current,R,84
C0715,T02099,Bank_927,SUB55080,mortgage,2020-08-28,2023-08-28,0,450000,237141.33,500,current,R,62
C0715,T02100,Bank_581,SUB17924,revolving,2015-07-02,2019-07-01,30000,30000,12220.45,500,current,R,123
C0716,T02101,Bank_508,SUB22432,mortgage,2012-11-28,,0,180000,166280.77,250,30_days_late,R,155
C0716,T02102,Bank_204,SUB37145,installment,2016-10-04,2020-10-03,0,18000,6648.46,500,60_days_late,R,108
C0716,T02103,Bank_167,SUB15881,installment,2017-08-14,,0,8000,2728.7,100,current,R,98
C0717,T02104,Bank_879,SUB80496,installment,2022-11-12,2023-11-12,0,18000,1065.53,750,current,R,35
C0717,T02105,Bank_543,SUB53065,revolving,2019-08-17,2024-08-15,1000,1000,238.88,500,current,R,74
C0717,T02106,Bank_987,SUB69203,installment,2019-12-22,2022-12-21,0,12000,5760.49,100,current,R,70
C0717,T02107,Bank_614,SUB44993,revolving,2017-11-26,2020-11-25,30000,30000,27908.83,500,current,R,95
C0718,T02108,Bank_134,SUB70446,installment,2018-01-18,2023-01-17,0,12000,515.96,0,60_days_late,R,93
C0718,T02109,Bank_262,SUB37095,revolving,2021-07-01,2024-06-30,10000,10000,6145.41,100,current,R,51
C0718,T02110,Bank_466,SUB62369,mortgage,2011-03-20,,0,450000,173634.08,250,30_days_late,R,175
C0719,T02111,Bank_799,SUB70674,mortgage,2018-01-08,2023-01-07,0,180000,142400.89,100,current,R,93
C0719,T02112,Bank_122,SUB48300,installment,2016-03-01,2021-02-28,0,12000,1316.18,0,current,R,115
C0719,T02113,Bank_629,SUB26556,revolving,2014-04-03,2019-04-02,30000,30000,1722.68,0,current,R,138
C0720,T02114,Bank_394,SUB68757,mortgage,2019-09-28,2020-09-27,0,250000,223411.43,500,current,R,73
C0720,T02115,Bank_833,SUB53189,mortgage,2016-09-12,2020-09-11,0,450000,391309.79,250,current,R,109
C0721,T02116,Bank_991,SUB28098,revolving,2020-04-17,2023-04-17,20000,20000,3410.83,250,current,R,66
C0721,T02117,Bank_802,SUB64893,revolving,2023-05-28,2026-05-27,20000,20000,6991.27,500,current,R,29
C0721,T02118,Bank_368,SUB75772,revolving,2012-06-11,2014-06-11,20000,20000,2779.52,500,current,R,160
C0721,T02119,Bank_217,SUB52642,revolving,2024-07-04,2027-07-04,30000,30000,22551.56,500,current,R,15
C0722,T02120,Bank_971,SUB64129,installment,2010-09-19,2013-09-18,0,22000,15474.17,500,current,R,181
C0722,T02121,Bank_828,SUB27577,installment,2021-06-26,2023-06-26,0,18000,9143.48,100,current,R,52
C0722,T02122,Bank_688,SUB33582,installment,2014-08-15,2017-08-14,0,22000,13694.6,0,current,R,134
C0722,T02123,Bank_581,SUB90700,mortgage,2021-05-23,2023-05-23,0,450000,73102.22,250,current,R,53
C0723,T02124,Bank_371,SUB23831,installment,2010-08-02,2013-08-01,0,18000,9819.4,750,current,R,182
C0723,T02125,Bank_700,SUB38966,installment,2023-07-05,2028-07-03,0,22000,14357.89,250,current,R,27
C0724,T02126,Bank_256,SUB74332,installment,2010-03-25,2014-03-24,0,8000,3044.64,250,30_days_late,R,187
C0724,T02127,Bank_306,SUB46215,revolving,2014-11-16,2016-11-15,5000,5000,4021.77,0,current,R,131
C0724,T02128,Bank_461,SUB56615,installment,2013-08-21,2014-08-21,0,18000,16955.41,250,current,R,146
C0725,T02129,Bank_981,SUB64344,installment,2020-06-14,2021-06-14,0,12000,2584.75,750,current,R,64
C0725,T02130,Bank_527,SUB16660,installment,2023-09-02,2028-08-31,0,8000,2475.69,100,current,R,25
C0725,T02131,Bank_692,SUB69872,installment,2019-04-03,2022-04-02,0,22000,12249.36,100,current,R,78
C0725,T02132,Bank_689,SUB77849,mortgage,2017-04-13,2018-04-13,0,250000,213881.71,750,current,R,102
C0726,T02133,Bank_195,SUB24159,revolving,2021-11-22,2022-11-22,5000,5000,1884.67,250,current,R,47
C0726,T02134,Bank_684,SUB66810,installment,2021-04-06,2025-04-05,0,8000,413.27,250,current,R,54
C0726,T02135,Bank_164,SUB83347,mortgage,2017-08-19,2018-08-19,0,250000,135402.37,250,60_days_late,R,98
C0726,T02136,Bank_354,SUB45778,mortgage,2016-09-10,2020-09-09,0,180000,133664.93,750,current,R,109
C0727,T02137,Bank_384,SUB29516,revolving,2010-09-08,2011-09-08,5000,5000,994.47,750,current,R,181
C0727,T02138,Bank_544,SUB63276,installment,2023-05-09,2026-05-08,0,12000,9070.03,750,current,R,29
C0728,T02139,Bank_680,SUB32120,revolving,2024-10-26,2029-10-25,30000,30000,20560.03,500,current,R,12
C0728,T02140,Bank_929,SUB52865,installment,2019-07-17,2020-07-16,0,18000,6995.9,500,current,R,75
C0729,T02141,Bank_697,SUB11456,mortgage,2023-07-10,2025-07-09,0,320000,9544.78,750,current,R,27
C0729,T02142,Bank_224,SUB96676,installment,2022-05-25,,0,22000,9274.48,0,current,R,41
C0729,T02143,Bank_673,SUB74309,revolving,2015-03-19,2017-03-18,30000,30000,22836.8,250,current,R,127
C0730,T02144,Bank_523,SUB74479,installment,2015-01-08,2017-01-07,0,18000,1279.88,100,current,R,129
C0730,T02145,Bank_494,SUB99979,installment,2019-12-17,,0,12000,832.79,500,current,R,70
C0731,T02146,Bank_970,SUB27270,installment,2024-11-13,2027-11-13,0,22000,12301.47,500,current,R,11
C0731,T02147,Bank_269,SUB71196,installment,2022-11-24,2026-11-23,0,18000,16614.24,750,30_days_late,R,35
C0731,T02148,Bank_398,SUB29782,installment,2011-06-14,2015-06-13,0,12000,10409.98,250,current,R,172
C0732,T02149,Bank_640,SUB55560,installment,2023-08-09,2024-08-08,0,12000,824.17,100,current,R,26
C0732,T02150,Bank_189,SUB92039,revolving,2010-06-14,2011-06-14,2000,2000,647.87,500,current,R,184
C0733,T02151,Bank_601,SUB98030,mortgage,2016-03-27,2021-03-26,0,450000,397386.48,250,current,R,115
C0733,T02152,Bank_617,SUB90688,revolving,2011-05-05,2016-05-03,1000,1000,406.12,0,current,R,173
C0733,T02153,Bank_958,SUB95762,installment,2012-12-27,2013-12-27,0,12000,1702.0,500,current,R,154
C0734,T02154,Bank_215,SUB48001,revolving,2023-06-20,2026-06-19,10000,10000,381.88,750,current,R,28
C0734,T02155,Bank_141,SUB66112,installment,2016-06-17,2017-06-17,0,8000,4979.29,500,current,R,112
C0734,T02156,Bank_305,SUB70280,revolving,2012-01-20,2014-01-19,10000,10000,5477.69,500,current,R,165
C0735,T02157,Bank_354,SUB21401,revolving,2019-08-08,,1000,1000,292.08,250,current,R,74
C0735,T02158,Bank_447,SUB76871,revolving,2015-07-14,2019-07-13,2000,2000,465.59,750,60_days_late,R,123
C0736,T02159,Bank_790,SUB41713,installment,2023-03-09,2026-03-08,0,12000,5089.76,0,30_days_late,R,31
C0736,T02160,Bank_965,SUB99808,installment,2022-11-16,2024-11-15,0,18000,2308.05,500,30_days_late,R,35
C0737,T02161,Bank_635,SUB21968,installment,2025-01-14,2028-01-14,0,8000,6093.58,0,current,R,9
C0737,T02162,Bank_336,SUB12188,revolving,2022-08-28,2024-08-27,2000,2000,740.75,250,current,R,38
C0737,T02163,Bank_937,SUB17348,mortgage,2021-05-17,2026-05-16,0,320000,303867.2,750,current,R,53
C0738,T02164,Bank_522,SUB79248,mortgage,2019-04-05,,0,250000,12696.13,750,current,R,78
C0738,T02165,Bank_768,SUB18492,mortgage,2020-11-22,2021-11-22,0,180000,28255.88,100,current,R,59
C0738,T02166,Bank_473,SUB42481,installment,2020-12-10,2021-12-10,0,8000,543.26,500,current,R,58
C0739,T02167,Bank_939,SUB80812,installment,2023-04-25,2026-04-24,0,18000,12454.32,100,current,R,30
C0739,T02168,Bank_573,SUB11405,revolving,2019-02-13,2022-02-12,10000,10000,9119.13,250,current,R,80
C0740,T02169,Bank_742,SUB84107,installment,2018-08-02,2020-08-01,0,12000,6596.73,250,current,R,86
C0740,T02170,Bank_463,SUB89207,installment,2025-02-15,2030-02-14,0,22000,11616.41,750,current,R,8
C0740,T02171,Bank_838,SUB57590,revolving,2013-08-24,2018-08-23,1000,1000,752.93,100,current,R,146
C0740,T02172,Bank_484,SUB47686,revolving,2012-07-20,2014-07-20,30000,30000,19333.25,250,charged_off,R,159
C0741,T02173,Bank_990,SUB56523,mortgage,2025-01-17,2028-01-17,0,320000,19658.87,500,30_days_late,R,9
C0741,T02174,Bank_106,SUB85569,installment,2014-12-11,2017-12-10,0,8000,5259.11,750,current,R,130
C0741,T02175,Bank_694,SUB96722,installment,2018-07-06,,0,18000,7710.54,250,current,R,87
C0741,T02176,Bank_127,SUB89477,mortgage,2015-07-01,2019-06-30,0,180000,24557.37,100,current,R,123
C0742,T02177,Bank_993,SUB35730,installment,2023-01-19,2028-01-18,0,8000,6415.99,750,current,R,33
C0742,T02178,Bank_602,SUB74980,mortgage,2014-08-23,2016-08-22,0,180000,63168.61,750,current,R,134
C0743,T02179,Bank_443,SUB65941,mortgage,2012-05-22,2014-05-22,0,450000,227816.84,100,current,R,161
C0743,T02180,Bank_812,SUB83784,installment,2022-05-14,2026-05-13,0,12000,7563.72,0,current,R,41
C0744,T02181,Bank_846,SUB84571,installment,2013-10-27,2014-10-27,0,8000,7616.78,250,current,R,144
C0744,T02182,Bank_864,SUB44823,revolving,2024-05-24,2029-05-23,5000,5000,315.44,100,current,R,17
C0744,T02183,Bank_560,SUB46982,revolving,2023-11-16,2028-11-14,20000,20000,2909.78,750,current,R,23
C0744,T02184,Bank_718,SUB85849,mortgage,2025-08-20,2030-08-19,0,320000,207494.77,250,current,R,2
C0745,T02185,Bank_691,SUB26133,revolving,2025-02-06,2026-02-06,20000,20000,4242.82,500,current,R,8
C0745,T02186,Bank_344,SUB98898,revolving,2014-07-26,2019-07-25,20000,20000,8468.39,250,current,R,135
C0745,T02187,Bank_855,SUB72579,installment,2011-04-21,2016-04-19,0,12000,696.26,250,current,R,174
C0745,T02188,Bank_602,SUB43237,revolving,2021-04-08,2024-04-07,10000,10000,6819.64,500,current,R,54
C0746,T02189,Bank_269,SUB26716,mortgage,2013-02-06,2017-02-05,0,250000,74691.88,750,current,R,152
C0746,T02190,Bank_681,SUB95330,mortgage,2014-10-08,2018-10-07,0,450000,153999.55,0,current,R,132
C0746,T02191,Bank_606,SUB73244,installment,2018-11-24,2022-11-23,0,8000,2588.92,0,current,R,83
C0747,T02192,Bank_614,SUB20025,mortgage,2012-08-10,2014-08-10,0,320000,71428.99,250,current,R,158
C0747,T02193,Bank_627,SUB14540,mortgage,2012-12-11,2013-12-11,0,250000,220983.58,100,current,R,154
C0747,T02194,Bank_690,SUB23162,installment,2016-07-19,2019-07-19,0,18000,17498.5,500,current,R,111
C0747,T02195,Bank_686,SUB45687,installment,2023-09-13,,0,8000,6354.59,500,current,R,25
C0748,T02196,Bank_297,SUB55718,revolving,2018-05-26,2019-05-26,5000,5000,800.35,750,current,R,89
C0748,T02197,Bank_737,SUB94082,revolving,2018-10-05,2019-10-05,20000,20000,15754.17,750,current,R,84
C0749,T02198,Bank_414,SUB75902,revolving,2016-03-25,2021-03-24,5000,5000,2251.83,0,current,R,115
C0749,T02199,Bank_991,SUB64006,revolving,2012-02-03,2016-02-02,2000,2000,615.17,100,current,R,164
C0750,T02200,Bank_950,SUB40214,installment,2015-07-06,2018-07-05,0,18000,7552.38,250,60_days_late,R,123
C0750,T02201,Bank_956,SUB20926,mortgage,2020-12-09,2025-12-08,0,250000,39580.65,500,current,R,58
C0750,T02202,Bank_448,SUB43972,installment,2024-04-22,2027-04-22,0,22000,19724.03,0,current,R,18
C0751,T02203,Bank_691,SUB56854,revolving,2011-12-22,2012-12-21,20000,20000,10489.4,0,current,R,166
C0751,T02204,Bank_748,SUB23984,installment,2013-07-07,2014-07-07,0,8000,5844.83,250,current,R,147
C0751,T02205,Bank_443,SUB45364,revolving,2025-06-13,2030-06-12,20000,20000,6878.75,100,current,R,4
C0752,T02206,Bank_541,SUB51876,installment,2016-04-22,2020-04-21,0,8000,1238.87,100,current,R,114
C0752,T02207,Bank_922,SUB49848,mortgage,2013-08-21,2016-08-20,0,450000,246083.44,500,current,R,146
C0753,T02208,Bank_397,SUB24438,mortgage,2015-03-03,2016-03-02,0,180000,115990.82,500,current,R,127
C0753,T02209,Bank_272,SUB64026,installment,2019-01-25,2024-01-24,0,22000,19475.04,100,current,R,81
C0753,T02210,Bank_734,SUB76334,revolving,2020-03-01,,30000,30000,1479.23,100,current,R,67
C0753,T02211,Bank_250,SUB70732,mortgage,2019-12-10,2024-12-08,0,450000,183202.09,100,current,R,70
C0754,T02212,Bank_690,SUB26220,mortgage,2013-04-22,2016-04-21,0,180000,161390.74,500,current,R,150
C0754,T02213,Bank_240,SUB38538,mortgage,2020-04-26,2021-04-26,0,180000,157811.97,100,current,R,66
C0755,T02214,Bank_251,SUB43003,revolving,2021-07-27,,2000,2000,596.45,100,current,R,51
C0755,T02215,Bank_955,SUB43179,mortgage,2022-03-13,2023-03-13,0,250000,244777.29,250,current,R,43
C0756,T02216,Bank_849,SUB35939,installment,2017-09-14,2018-09-14,0,22000,8568.35,250,current,R,97
C0756,T02217,Bank_237,SUB19835,installment,2025-11-23,,0,22000,19658.25,750,current,R,1
C0757,T02218,Bank_479,SUB19573,mortgage,2024-11-11,2027-11-11,0,180000,7136.21,100,30_days_late,R,11
C0757,T02219,Bank_240,SUB55175,mortgage,2010-12-22,2015-12-21,0,450000,426540.57,750,current,R,178
C0758,T02220,Bank_871,SUB40662,installment,2015-07-12,2016-07-11,0,12000,7077.44,750,current,R,123
C0758,T02221,Bank_763,SUB35127,mortgage,2020-12-06,2021-12-06,0,250000,195808.54,250,30_days_late,R,58
C0758,T02222,Bank_766,SUB40441,revolving,2015-08-18,2020-08-16,10000,10000,8692.54,100,current,R,122
C0759,T02223,Bank_798,SUB85837,mortgage,2024-11-08,2029-11-07,0,320000,184211.43,100,current,R,11
C0759,T02224,Bank_580,SUB95910,revolving,2015-11-03,2018-11-02,5000,5000,3494.12,500,current,R,119
C0759,T02225,Bank_454,SUB69777,mortgage,2010-08-16,2015-08-15,0,320000,180380.38,750,current,R,182
C0760,T02226,Bank_899,SUB43712,revolving,2023-12-14,2024-12-13,20000,20000,18339.79,500,current,R,22
C0760,T02227,Bank_944,SUB34763,revolving,2018-12-12,2020-12-11,5000,5000,2896.96,250,current,R,82
C0760,T02228,Bank_865,SUB23041,installment,2011-12-11,2014-12-10,0,8000,4628.49,500,current,R,166
C0761,T02229,Bank_443,SUB13989,installment,2023-08-10,2025-08-09,0,12000,4869.92,100,60_days_late,R,26
C0761,T02230,Bank_905,SUB71095,revolving,2018-02-16,2020-02-16,2000,2000,540.76,750,current,R,92
C0762,T02231,Bank_981,SUB50266,revolving,2016-11-06,2021-11-05,2000,2000,1030.63,250,current,R,107
C0762,T02232,Bank_424,SUB86197,installment,2024-12-22,,0,12000,11232.59,250,current,R,10
C0763,T02233,Bank_647,SUB76043,installment,2017-08-27,2018-08-27,0,12000,2988.74,0,30_days_late,R,98
C0763,T02234,Bank_126,SUB13506,mortgage,2022-03-08,2026-03-07,0,320000,246467.46,500,current,R,43
C0763,T02235,Bank_793,SUB14906,revolving,2017-09-04,2018-09-04,30000,30000,12623.47,500,current,R,97
C0764,T02236,Bank_368,SUB65398,mortgage,2014-02-17,2015-02-17,0,320000,13691.6,100,current,R,140
C0764,T02237,Bank_974,SUB11408,installment,2012-07-21,2017-07-20,0,12000,2356.42,750,current,R,159
C0765,T02238,Bank_206,SUB15686,mortgage,2014-01-09,2017-01-08,0,450000,119511.14,500,current,R,141
C0765,T02239,Bank_213,SUB36119,revolving,2023-06-03,,5000,5000,4148.59,100,current,R,28
C0766,T02240,Bank_230,SUB98999,mortgage,2017-06-12,2021-06-11,0,320000,47306.13,250,current,R,100
C0766,T02241,Bank_919,SUB88631,revolving,2017-10-12,2021-10-11,30000,30000,3050.49,100,current,R,96
C0767,T02242,Bank_322,SUB75549,installment,2025-12-18,,0,22000,9384.73,500,current,R,1
C0767,T02243,Bank_919,SUB31068,mortgage,2025-08-22,2027-08-22,0,180000,95707.77,750,current,R,2
