consumer_id,model,score,score_date,reason_text
C0459,FICO8,705,2025-10-05,Recent inquiry; utilization moderate
C0459,VantageScore4,619,2025-10-05,High utilization; short history
C0460,FICO8,560,2025-10-05,Multiple inquiries; elevated balances
C0460,VantageScore4,538,2025-10-05,Low utilization; long history
C0461,FICO8,798,2025-10-05,Recent inquiry; utilization moderate
C0461,VantageScore4,585,2025-10-05,Short history; high utilization
C0462,FICO8,761,2025-10-05,Short history; high utilization
C0462,VantageScore4,618,2025-10-05,High utilization; short history
C0463,FICO8,625,2025-10-05,Recent delinquency; new account
C0463,VantageScore4,567,2025-10-05,Recent inquiry; utilization moderate
C0464,FICO8,639,2025-10-05,Short history; high utilization
C0464,VantageScore4,756,2025-10-05,Collections and recent delinquencies
C0465,FICO8,505,2025-10-05,High utilization; short history
C0465,VantageScore4,494,2025-10-05,Collections and recent delinquencies
C0466,FICO8,505,2025-10-05,Recent inquiry; utilization moderate
C0466,VantageScore4,676,2025-10-05,Low utilization; long history
C0467,FICO8,524,2025-10-05,Delinquencies in past 24 months
C0467,VantageScore4,680,2025-10-05,High utilization; short history
C0468,FICO8,785,2025-10-05,Collections and recent delinquencies
C0468,VantageScore4,795,2025-10-05,Short history; high utilization
C0469,FICO8,639,2025-10-05,Short history; high utilization
C0469,VantageScore4,581,2025-10-05,Recent inquiry; utilization moderate
C0470,FICO8,718,2025-10-05,High utilization; short history
C0470,VantageScore4,527,2025-10-05,Collections and recent delinquencies
C0471,FICO8,529,2025-10-05,Collections and recent delinquencies
C0471,VantageScore4,638,2025-10-05,Collections and recent delinquencies
C0472,FICO8,720,2025-10-05,Recent delinquency; new account
C0472,VantageScore4,594,2025-10-05,High utilization; short history
C0473,FICO8,795,2025-10-05,Multiple inquiries; elevated balances
C0473,VantageScore4,666,2025-10-05,Delinquencies in past 24 months
C0474,FICO8,573,2025-10-05,Short history; high utilization
C0474,VantageScore4,646,2025-10-05,Collections and recent delinquencies
C0475,FICO8,729,2025-10-05,Low utilization; long history
C0475,VantageScore4,513,2025-10-05,Collections and recent delinquencies
C0476,FICO8,537,2025-10-05,Short history; high utilization
C0476,VantageScore4,725,2025-10-05,Collections and recent delinquencies
C0477,FICO8,567,2025-10-05,Multiple inquiries; elevated balances
C0477,VantageScore4,658,2025-10-05,High utilization; short history
C0478,FICO8,740,2025-10-05,Recent inquiry; utilization moderate
C0478,VantageScore4,687,2025-10-05,Recent inquiry; utilization moderate
C0479,FICO8,646,2025-10-05,Recent inquiry; utilization moderate
C0479,VantageScore4,634,2025-10-05,Collections and recent delinquencies
C0480,FICO8,685,2025-10-05,Delinquencies in past 24 months
C0480,VantageScore4,602,2025-10-05,Recent delinquency; new account
C0481,FICO8,760,2025-10-05,High utilization; short history
C0481,VantageScore4,726,2025-10-05,Delinquencies in past 24 months
C0482,FICO8,513,2025-10-05,Short history; high utilization
C0482,VantageScore4,586,2025-10-05,Delinquencies in past 24 months
C0483,FICO8,702,2025-10-05,Short history; high utilization
C0483,VantageScore4,758,2025-10-05,Recent delinquency; new account
C0484,FICO8,568,2025-10-05,Recent inquiry; utilization moderate
C0484,VantageScore4,773,2025-10-05,Collections and recent delinquencies
C0485,FICO8,538,2025-10-05,Collections and recent delinquencies
C0485,VantageScore4,646,2025-10-05,Recent inquiry; utilization moderate
C0486,FICO8,707,2025-10-05,High utilization; short history
C0486,VantageScore4,637,2025-10-05,Delinquencies in past 24 months
C0487,FICO8,515,2025-10-05,Recent inquiry; utilization moderate
C0487,VantageScore4,785,2025-10-05,Delinquencies in past 24 months
C0488,FICO8,647,2025-10-05,Collections and recent delinquencies
C0488,VantageScore4,511,2025-10-05,Recent inquiry; utilization moderate
C0489,FICO8,591,2025-10-05,High utilization; short history
C0489,VantageScore4,777,2025-10-05,Low utilization; long history
C0490,FICO8,555,2025-10-05,High utilization; short history
C0490,VantageScore4,711,2025-10-05,Multiple inquiries; elevated balances
C0491,FICO8,679,2025-10-05,Collections and recent delinquencies
C0491,VantageScore4,580,2025-10-05,Recent delinquency; new account
C0492,FICO8,642,2025-10-05,Multiple inquiries; elevated balances
C0492,VantageScore4,771,2025-10-05,Multiple inquiries; elevated balances
C0493,FICO8,702,2025-10-05,Short history; high utilization
C0493,VantageScore4,525,2025-10-05,Low utilization; long history
C0494,FICO8,793,2025-10-05,Delinquencies in past 24 months
C0494,VantageScore4,545,2025-10-05,Multiple inquiries; elevated balances
C0495,FICO8,511,2025-10-05,Short history; high utilization
C0495,VantageScore4,761,2025-10-05,Low utilization; long history
C0496,FICO8,480,2025-10-05,Short history; high utilization
C0496,VantageScore4,536,2025-10-05,Multiple inquiries; elevated balances
C0497,FICO8,495,2025-10-05,Recent delinquency; new account
C0497,VantageScore4,701,2025-10-05,Delinquencies in past 24 months
C0498,FICO8,800,2025-10-05,Short history; high utilization
C0498,VantageScore4,675,2025-10-05,Delinquencies in past 24 months
C0499,FICO8,675,2025-10-05,Delinquencies in past 24 months
C0499,VantageScore4,759,2025-10-05,Recent delinquency; new account
C0500,FICO8,568,2025-10-05,Collections and recent delinquencies
C0500,VantageScore4,551,2025-10-05,Recent delinquency; new account
C0501,FICO8,764,2025-10-05,Delinquencies in past 24 months
C0501,VantageScore4,664,2025-10-05,Delinquencies in past 24 months
C0502,FICO8,558,2025-10-05,Multiple inquiries; elevated balances
C0502,VantageScore4,544,2025-10-05,High utilization; short history
C0503,FICO8,485,2025-10-05,Recent inquiry; utilization moderate
C0503,VantageScore4,488,2025-10-05,High utilization; short history
C0504,FICO8,729,2025-10-05,Delinquencies in past 24 months
C0504,VantageScore4,549,2025-10-05,Recent inquiry; utilization moderate
C0505,FICO8,550,2025-10-05,Delinquencies in past 24 months
C0505,VantageScore4,713,2025-10-05,Delinquencies in past 24 months
C0506,FICO8,799,2025-10-05,High utilization; short history
C0506,VantageScore4,712,2025-10-05,Delinquencies in past 24 months
C0507,FICO8,762,2025-10-05,Collections and recent delinquencies
C0507,VantageScore4,676,2025-10-05,Short history; high utilization
C0508,FICO8,595,2025-10-05,High utilization; short history
C0508,VantageScore4,697,2025-10-05,Low utilization; long history
C0509,FICO8,775,2025-10-05,Collections and recent delinquencies
C0509,VantageScore4,601,2025-10-05,Multiple inquiries; elevated balances
C0510,FICO8,690,2025-10-05,Short history; high utilization
C0510,VantageScore4,497,2025-10-05,Low utilization; long history
C0511,FICO8,770,2025-10-05,Collections and recent delinquencies
C0511,VantageScore4,668,2025-10-05,Recent inquiry; utilization moderate
C0512,FICO8,777,2025-10-05,Collections and recent delinquencies
C0512,VantageScore4,520,2025-10-05,High utilization; short history
C0513,FICO8,749,2025-10-05,Multiple inquiries; elevated balances
C0513,VantageScore4,718,2025-10-05,Recent inquiry; utilization moderate
C0514,FICO8,747,2025-10-05,Recent inquiry; utilization moderate
C0514,VantageScore4,605,2025-10-05,Collections and recent delinquencies
C0515,FICO8,519,2025-10-05,Multiple inquiries; elevated balances
C0515,VantageScore4,793,2025-10-05,Low utilization; long history
C0516,FICO8,655,2025-10-05,Low utilization; long history
C0516,VantageScore4,720,2025-10-05,Collections and recent delinquencies
C0517,FICO8,742,2025-10-05,Collections and recent delinquencies
C0517,VantageScore4,773,2025-10-05,Short history; high utilization
C0518,FICO8,695,2025-10-05,Short history; high utilization
C0518,VantageScore4,630,2025-10-05,Multiple inquiries; elevated balances
C0519,FICO8,565,2025-10-05,Low utilization; long history
C0519,VantageScore4,785,2025-10-05,Multiple inquiries; elevated balances
C0520,FICO8,768,2025-10-05,Multiple inquiries; elevated balances
C0520,VantageScore4,511,2025-10-05,Collections and recent delinquencies
C0521,FICO8,776,2025-10-05,High utilization; short history
C0521,VantageScore4,773,2025-10-05,Low utilization; long history
C0522,FICO8,629,2025-10-05,Low utilization; long history
C0522,VantageScore4,626,2025-10-05,Collections and recent delinquencies
C0523,FICO8,522,2025-10-05,High utilization; short history
C0523,VantageScore4,738,2025-10-05,Recent inquiry; utilization moderate
C0524,FICO8,622,2025-10-05,Multiple inquiries; elevated balances
C0524,VantageScore4,547,2025-10-05,Multiple inquiries; elevated balances
C0525,FICO8,620,2025-10-05,Multiple inquiries; elevated balances
C0525,VantageScore4,487,2025-10-05,Recent inquiry; utilization moderate
C0526,FICO8,789,2025-10-05,High utilization; short history
C0526,VantageScore4,782,2025-10-05,High utilization; short history
C0527,FICO8,708,2025-10-05,Short history; high utilization
C0527,VantageScore4,569,2025-10-05,Multiple inquiries; elevated balances
C0528,FICO8,600,2025-10-05,Collections and recent delinquencies
C0528,VantageScore4,572,2025-10-05,Low utilization; long history
C0529,FICO8,655,2025-10-05,Recent inquiry; utilization moderate
C0529,VantageScore4,554,2025-10-05,High utilization; short history
C0530,FICO8,733,2025-10-05,Delinquencies in past 24 months
C0530,VantageScore4,676,2025-10-05,Recent delinquency; new account
C0531,FICO8,705,2025-10-05,High utilization; short history
C0531,VantageScore4,587,2025-10-05,Short history; high utilization
C0532,FICO8,507,2025-10-05,Multiple inquiries; elevated balances
C0532,VantageScore4,539,2025-10-05,Low utilization; long history
C0533,FICO8,565,2025-10-05,Collections and recent delinquencies
C0533,VantageScore4,684,2025-10-05,Collections and recent delinquencies
C0534,FICO8,634,2025-10-05,Collections and recent delinquencies
C0534,VantageScore4,752,2025-10-05,Recent delinquency; new account
C0535,FICO8,674,2025-10-05,Delinquencies in past 24 months
C0535,VantageScore4,722,2025-10-05,Multiple inquiries; elevated balances
C0536,FICO8,554,2025-10-05,Delinquencies in past 24 months
C0536,VantageScore4,486,2025-10-05,Multiple inquiries; elevated balances
C0537,FICO8,709,2025-10-05,Delinquencies in past 24 months
C0537,VantageScore4,641,2025-10-05,Low utilization; long history
C0538,FICO8,529,2025-10-05,Short history; high utilization
C0538,VantageScore4,701,2025-10-05,Multiple inquiries; elevated balances
C0539,FICO8,651,2025-10-05,Multiple inquiries; elevated balances
C0539,VantageScore4,616,2025-10-05,Recent inquiry; utilization moderate
C0540,FICO8,610,2025-10-05,Delinquencies in past 24 months
C0540,VantageScore4,716,2025-10-05,Recent delinquency; new account
C0541,FICO8,781,2025-10-05,Recent delinquency; new account
C0541,VantageScore4,746,2025-10-05,Short history; high utilization
C0542,FICO8,572,2025-10-05,Short history; high utilization
C0542,VantageScore4,760,2025-10-05,Low utilization; long history
C0543,FICO8,484,2025-10-05,Recent inquiry; utilization moderate
C0543,VantageScore4,486,2025-10-05,Delinquencies in past 24 months
C0544,FICO8,530,2025-10-05,Recent inquiry; utilization moderate
C0544,VantageScore4,708,2025-10-05,Short history; high utilization
C0545,FICO8,592,2025-10-05,Multiple inquiries; elevated balances
C0545,VantageScore4,608,2025-10-05,Recent delinquency; new account
C0546,FICO8,497,2025-10-05,Low utilization; long history
C0546,VantageScore4,797,2025-10-05,Recent inquiry; utilization moderate
C0547,FICO8,509,2025-10-05,Recent delinquency; new account
C0547,VantageScore4,786,2025-10-05,Recent inquiry; utilization moderate
C0548,FICO8,541,2025-10-05,Recent inquiry; utilization moderate
C0548,VantageScore4,789,2025-10-05,High utilization; short history
C0549,FICO8,672,2025-10-05,High utilization; short history
C0549,VantageScore4,536,2025-10-05,High utilization; short history
C0550,FICO8,609,2025-10-05,Multiple inquiries; elevated balances
C0550,VantageScore4,719,2025-10-05,Recent inquiry; utilization moderate
C0551,FICO8,712,2025-10-05,Multiple inquiries; elevated balances
C0551,VantageScore4,698,2025-10-05,Short history; high utilization
C0552,FICO8,611,2025-10-05,High utilization; short history
C0552,VantageScore4,517,2025-10-05,Multiple inquiries; elevated balances
C0553,FICO8,511,2025-10-05,Delinquencies in past 24 months
C0553,VantageScore4,678,2025-10-05,Short history; high utilization
C0554,FICO8,510,2025-10-05,Multiple inquiries; elevated balances
C0554,VantageScore4,615,2025-10-05,High utilization; short history
C0555,FICO8,705,2025-10-05,Recent inquiry; utilization moderate
C0555,VantageScore4,731,2025-10-05,Recent delinquency; new account
C0556,FICO8,792,2025-10-05,Delinquencies in past 24 months
C0556,VantageScore4,571,2025-10-05,Collections and recent delinquencies
C0557,FICO8,535,2025-10-05,High utilization; short history
C0557,VantageScore4,756,2025-10-05,Delinquencies in past 24 months
C0558,FICO8,591,2025-10-05,Recent inquiry; utilization moderate
C0558,VantageScore4,706,2025-10-05,Multiple inquiries; elevated balances
C0559,FICO8,532,2025-10-05,Low utilization; long history
C0559,VantageScore4,517,2025-10-05,Recent inquiry; utilization moderate
C0560,FICO8,772,2025-10-05,Multiple inquiries; elevated balances
C0560,VantageScore4,708,2025-10-05,Low utilization; long history
C0561,FICO8,734,2025-10-05,High utilization; short history
C0561,VantageScore4,480,2025-10-05,Low utilization; long history
C0562,FICO8,679,2025-10-05,Multiple inquiries; elevated balances
C0562,VantageScore4,557,2025-10-05,Short history; high utilization
C0563,FICO8,680,2025-10-05,Low utilization; long history
C0563,VantageScore4,743,2025-10-05,Collections and recent delinquencies
C0564,FICO8,724,2025-10-05,Delinquencies in past 24 months
C0564,VantageScore4,686,2025-10-05,Recent inquiry; utilization moderate
C0565,FICO8,756,2025-10-05,Recent delinquency; new account
C0565,VantageScore4,481,2025-10-05,Delinquencies in past 24 months
C0566,FICO8,726,2025-10-05,Recent inquiry; utilization moderate
C0566,VantageScore4,770,2025-10-05,Short history; high utilization
C0567,FICO8,650,2025-10-05,Multiple inquiries; elevated balances
C0567,VantageScore4,685,2025-10-05,Low utilization; long history
C0568,FICO8,526,2025-10-05,Short history; high utilization
C0568,VantageScore4,753,2025-10-05,Short history; high utilization
C0569,FICO8,521,2025-10-05,Collections and recent delinquencies
C0569,VantageScore4,628,2025-10-05,Recent delinquency; new account
C0570,FICO8,570,2025-10-05,Low utilization; long history
C0570,VantageScore4,676,2025-10-05,Recent delinquency; new account
C0571,FICO8,633,2025-10-05,Delinquencies in past 24 months
C0571,VantageScore4,534,2025-10-05,Short history; high utilization
C0572,FICO8,729,2025-10-05,Recent inquiry; utilization moderate
C0572,VantageScore4,704,2025-10-05,Recent delinquency; new account
C0573,FICO8,551,2025-10-05,Low utilization; long history
C0573,VantageScore4,578,2025-10-05,Low utilization; long history
C0574,FICO8,783,2025-10-05,Recent delinquency; new account
C0574,VantageScore4,730,2025-10-05,Delinquencies in past 24 months
C0575,FICO8,512,2025-10-05,Multiple inquiries; elevated balances
C0575,VantageScore4,735,2025-10-05,Collections and recent delinquencies
C0576,FICO8,488,2025-10-05,Low utilization; long history
C0576,VantageScore4,653,2025-10-05,Low utilization; long history
C0577,FICO8,652,2025-10-05,Low utilization; long history
C0577,VantageScore4,687,2025-10-05,Recent inquiry; utilization moderate
C0578,FICO8,588,2025-10-05,Collections and recent delinquencies
C0578,VantageScore4,754,2025-10-05,High utilization; short history
C0579,FICO8,776,2025-10-05,Recent delinquency; new account
C0579,VantageScore4,516,2025-10-05,Low utilization; long history
C0580,FICO8,552,2025-10-05,Collections and recent delinquencies
C0580,VantageScore4,489,2025-10-05,Collections and recent delinquencies
C0581,FICO8,796,2025-10-05,Low utilization; long history
C0581,VantageScore4,604,2025-10-05,High utilization; short history
C0582,FICO8,487,2025-10-05,High utilization; short history
C0582,VantageScore4,505,2025-10-05,Multiple inquiries; elevated balances
C0583,FICO8,529,2025-10-05,Collections and recent delinquencies
C0583,VantageScore4,792,2025-10-05,High utilization; short history
C0584,FICO8,782,2025-10-05,Recent inquiry; utilization moderate
C0584,VantageScore4,534,2025-10-05,Recent inquiry; utilization moderate
C0585,FICO8,734,2025-10-05,Recent delinquency; new account
C0585,VantageScore4,512,2025-10-05,Recent delinquency; new account
C0586,FICO8,698,2025-10-05,Short history; high utilization
C0586,VantageScore4,685,2025-10-05,Short history; high utilization
C0587,FICO8,541,2025-10-05,High utilization; short history
C0587,VantageScore4,644,2025-10-05,Recent delinquency; new account
C0588,FICO8,503,2025-10-05,High utilization; short history
C0588,VantageScore4,651,2025-10-05,Recent inquiry; utilization moderate
C0589,FICO8,541,2025-10-05,Multiple inquiries; elevated balances
C0589,VantageScore4,552,2025-10-05,Delinquencies in past 24 months
C0590,FICO8,566,2025-10-05,Short history; high utilization
C0590,VantageScore4,763,2025-10-05,High utilization; short history
C0591,FICO8,704,2025-10-05,Recent delinquency; new account
C0591,VantageScore4,777,2025-10-05,Low utilization; long history
C0592,FICO8,548,2025-10-05,Recent inquiry; utilization moderate
C0592,VantageScore4,793,2025-10-05,Delinquencies in past 24 months
C0593,FICO8,560,2025-10-05,Low utilization; long history
C0593,VantageScore4,729,2025-10-05,Recent inquiry; utilization moderate
C0594,FICO8,483,2025-10-05,Low utilization; long history
C0594,VantageScore4,571,2025-10-05,Recent inquiry; utilization moderate
C0595,FICO8,783,2025-10-05,Multiple inquiries; elevated balances
C0595,VantageScore4,693,2025-10-05,Collections and recent delinquencies
C0596,FICO8,544,2025-10-05,Recent delinquency; new account
C0596,VantageScore4,553,2025-10-05,Multiple inquiries; elevated balances
C0597,FICO8,747,2025-10-05,Collections and recent delinquencies
C0597,VantageScore4,690,2025-10-05,Recent delinquency; new account
C0598,FICO8,569,2025-10-05,Low utilization; long history
C0598,VantageScore4,785,2025-10-05,High utilization; short history
C0599,FICO8,735,2025-10-05,Recent inquiry; utilization moderate
C0599,VantageScore4,634,2025-10-05,Short history; high utilization
C0600,FICO8,694,2025-10-05,Low utilization; long history
C0600,VantageScore4,765,2025-10-05,Recent delinquency; new account
C0601,FICO8,578,2025-10-05,Recent inquiry; utilization moderate
C0601,VantageScore4,751,2025-10-05,Recent inquiry; utilization moderate
C0602,FICO8,796,2025-10-05,Short history; high utilization
C0602,VantageScore4,756,2025-10-05,Recent delinquency; new account
C0603,FICO8,717,2025-10-05,Recent delinquency; new account
C0603,VantageScore4,621,2025-10-05,Low utilization; long history
C0604,FICO8,579,2025-10-05,Recent inquiry; utilization moderate
C0604,VantageScore4,556,2025-10-05,Collections and recent delinquencies
C0605,FICO8,734,2025-10-05,High utilization; short history
C0605,VantageScore4,561,2025-10-05,Low utilization; long history
C0606,FICO8,507,2025-10-05,Short history; high utilization
C0606,VantageScore4,625,2025-10-05,Recent delinquency; new account
C0607,FICO8,702,2025-10-05,Multiple inquiries; elevated balances
C0607,VantageScore4,651,2025-10-05,Collections and recent delinquencies
C0608,FICO8,502,2025-10-05,Recent inquiry; utilization moderate
C0608,VantageScore4,506,2025-10-05,High utilization; short history
C0609,FICO8,560,2025-10-05,Low utilization; long history
C0609,VantageScore4,728,2025-10-05,Recent inquiry; utilization moderate
C0610,FICO8,516,2025-10-05,Recent delinquency; new account
C0610,VantageScore4,707,2025-10-05,Short history; high utilization
C0611,FICO8,694,2025-10-05,Recent delinquency; new account
C0611,VantageScore4,646,2025-10-05,Recent delinquency; new account
C0612,FICO8,536,2025-10-05,Short history; high utilization
C0612,VantageScore4,596,2025-10-05,Recent inquiry; utilization moderate
C0613,FICO8,601,2025-10-05,Delinquencies in past 24 months
C0613,VantageScore4,582,2025-10-05,Delinquencies in past 24 months
C0614,FICO8,592,2025-10-05,Recent inquiry; utilization moderate
C0614,VantageScore4,721,2025-10-05,Collections and recent delinquencies
C0615,FICO8,507,2025-10-05,Delinquencies in past 24 months
C0615,VantageScore4,554,2025-10-05,Recent delinquency; new account
C0616,FICO8,792,2025-10-05,Collections and recent delinquencies
C0616,VantageScore4,571,2025-10-05,Delinquencies in past 24 months
C0617,FICO8,671,2025-10-05,High utilization; short history
C0617,VantageScore4,714,2025-10-05,Recent delinquency; new account
C0618,FICO8,663,2025-10-05,Multiple inquiries; elevated balances
C0618,VantageScore4,583,2025-10-05,Short history; high utilization
C0619,FICO8,545,2025-10-05,Low utilization; long history
C0619,VantageScore4,771,2025-10-05,Low utilization; long history
C0620,FICO8,623,2025-10-05,High utilization; short history
C0620,VantageScore4,536,2025-10-05,Collections and recent delinquencies
C0621,FICO8,714,2025-10-05,Delinquencies in past 24 months
C0621,VantageScore4,567,2025-10-05,Short history; high utilization
C0622,FICO8,592,2025-10-05,Multiple inquiries; elevated balances
C0622,VantageScore4,789,2025-10-05,High utilization; short history
C0623,FICO8,793,2025-10-05,High utilization; short history
C0623,VantageScore4,775,2025-10-05,Recent delinquency; new account
C0624,FICO8,524,2025-10-05,Delinquencies in past 24 months
C0624,VantageScore4,747,2025-10-05,Collections and recent delinquencies
C0625,FICO8,590,2025-10-05,Collections and recent delinquencies
C0625,VantageScore4,716,2025-10-05,Multiple inquiries; elevated balances
C0626,FICO8,487,2025-10-05,Delinquencies in past 24 months
C0626,VantageScore4,606,2025-10-05,Recent delinquency; new account
C0627,FICO8,647,2025-10-05,Delinquencies in past 24 months
C0627,VantageScore4,776,2025-10-05,Recent delinquency; new account
C0628,FICO8,782,2025-10-05,High utilization; short history
C0628,VantageScore4,773,2025-10-05,Low utilization; long history
C0629,FICO8,693,2025-10-05,Low utilization; long history
C0629,VantageScore4,500,2025-10-05,Collections and recent delinquencies
C0630,FICO8,738,2025-10-05,Low utilization; long history
C0630,VantageScore4,697,2025-10-05,Delinquencies in past 24 months
C0631,FICO8,725,2025-10-05,Recent inquiry; utilization moderate
C0631,VantageScore4,711,2025-10-05,Collections and recent delinquencies
C0632,FICO8,603,2025-10-05,Recent inquiry; utilization moderate
C0632,VantageScore4,765,2025-10-05,Low utilization; long history
C0633,FICO8,688,2025-10-05,Recent delinquency; new account
C0633,VantageScore4,547,2025-10-05,Short history; high utilization
C0634,FICO8,631,2025-10-05,Recent delinquency; new account
C0634,VantageScore4,526,2025-10-05,Low utilization; long history
C0635,FICO8,725,2025-10-05,Multiple inquiries; elevated balances
C0635,VantageScore4,562,2025-10-05,Collections and recent delinquencies
C0636,FICO8,772,2025-10-05,Low utilization; long history
C0636,VantageScore4,712,2025-10-05,Collections and recent delinquencies
C0637,FICO8,550,2025-10-05,Delinquencies in past 24 months
C0637,VantageScore4,574,2025-10-05,Short history; high utilization
C0638,FICO8,800,2025-10-05,Collections and recent delinquencies
C0638,VantageScore4,480,2025-10-05,Recent inquiry; utilization moderate
C0639,FICO8,677,2025-10-05,Short history; high utilization
C0639,VantageScore4,751,2025-10-05,Low utilization; long history
C0640,FICO8,631,2025-10-05,Delinquencies in past 24 months
C0640,VantageScore4,618,2025-10-05,Recent delinquency; new account
C0641,FICO8,521,2025-10-05,Short history; high utilization
C0641,VantageScore4,508,2025-10-05,Short history; high utilization
C0642,FICO8,506,2025-10-05,Recent inquiry; utilization moderate
C0642,VantageScore4,676,2025-10-05,Short history; high utilization
C0643,FICO8,718,2025-10-05,Low utilization; long history
C0643,VantageScore4,667,2025-10-05,Short history; high utilization
C0644,FICO8,569,2025-10-05,Recent inquiry; utilization moderate
C0644,VantageScore4,767,2025-10-05,Recent delinquency; new account
C0645,FICO8,550,2025-10-05,Short history; high utilization
C0645,VantageScore4,602,2025-10-05,Recent inquiry; utilization moderate
C0646,FICO8,724,2025-10-05,Recent delinquency; new account
C0646,VantageScore4,595,2025-10-05,Short history; high utilization
C0647,FICO8,660,2025-10-05,Multiple inquiries; elevated balances
C0647,VantageScore4,737,2025-10-05,Delinquencies in past 24 months
C0648,FICO8,621,2025-10-05,Low utilization; long history
C0648,VantageScore4,512,2025-10-05,Short history; high utilization
C0649,FICO8,656,2025-10-05,Collections and recent delinquencies
C0649,VantageScore4,728,2025-10-05,Recent inquiry; utilization moderate
C0650,FICO8,720,2025-10-05,Multiple inquiries; elevated balances
C0650,VantageScore4,711,2025-10-05,Short history; high utilization
C0651,FICO8,513,2025-10-05,Recent delinquency; new account
C0651,VantageScore4,714,2025-10-05,Recent inquiry; utilization moderate
C0652,FICO8,521,2025-10-05,Delinquencies in past 24 months
C0652,VantageScore4,571,2025-10-05,Multiple inquiries; elevated balances
C0653,FICO8,519,2025-10-05,Recent inquiry; utilization moderate
C0653,VantageScore4,564,2025-10-05,Multiple inquiries; elevated balances
C0654,FICO8,537,2025-10-05,High utilization; short history
C0654,VantageScore4,734,2025-10-05,High utilization; short history
C0655,FICO8,584,2025-10-05,Low utilization; long history
C0655,VantageScore4,630,2025-10-05,Delinquencies in past 24 months
C0656,FICO8,757,2025-10-05,High utilization; short history
C0656,VantageScore4,722,2025-10-05,Short history; high utilization
C0657,FICO8,695,2025-10-05,Collections and recent delinquencies
C0657,VantageScore4,490,2025-10-05,Multiple inquiries; elevated balances
C0658,FICO8,576,2025-10-05,Recent inquiry; utilization moderate
C0658,VantageScore4,491,2025-10-05,Recent delinquency; new account
C0659,FICO8,746,2025-10-05,Short history; high utilization
C0659,VantageScore4,690,2025-10-05,Short history; high utilization
C0660,FICO8,647,2025-10-05,Collections and recent delinquencies
C0660,VantageScore4,783,2025-10-05,Collections and recent delinquencies
C0661,FICO8,714,2025-10-05,Multiple inquiries; elevated balances
C0661,VantageScore4,770,2025-10-05,High utilization; short history
C0662,FICO8,636,2025-10-05,High utilization; short history
C0662,VantageScore4,613,2025-10-05,Recent delinquency; new account
C0663,FICO8,727,2025-10-05,Short history; high utilization
C0663,VantageScore4,627,2025-10-05,Low utilization; long history
C0664,FICO8,555,2025-10-05,Short history; high utilization
C0664,VantageScore4,625,2025-10-05,Collections and recent delinquencies
C0665,FICO8,565,2025-10-05,High utilization; short history
C0665,VantageScore4,754,2025-10-05,Multiple inquiries; elevated balances
C0666,FICO8,573,2025-10-05,High utilization; short history
C0666,VantageScore4,558,2025-10-05,High utilization; short history
C0667,FICO8,601,2025-10-05,Recent inquiry; utilization moderate
C0667,VantageScore4,501,2025-10-05,Short history; high utilization
C0668,FICO8,774,2025-10-05,High utilization; short history
C0668,VantageScore4,705,2025-10-05,Multiple inquiries; elevated balances
C0669,FICO8,669,2025-10-05,High utilization; short history
C0669,VantageScore4,585,2025-10-05,Low utilization; long history
C0670,FICO8,642,2025-10-05,Short history; high utilization
C0670,VantageScore4,555,2025-10-05,Short history; high utilization
C0671,FICO8,709,2025-10-05,High utilization; short history
C0671,VantageScore4,753,2025-10-05,Multiple inquiries; elevated balances
C0672,FICO8,542,2025-10-05,Low utilization; long history
C0672,VantageScore4,687,2025-10-05,Collections and recent delinquencies
C0673,FICO8,554,2025-10-05,Collections and recent delinquencies
C0673,VantageScore4,643,2025-10-05,High utilization; short history
C0674,FICO8,482,2025-10-05,Short history; high utilization
C0674,VantageScore4,631,2025-10-05,Collections and recent delinquencies
C0675,FICO8,628,2025-10-05,High utilization; short history
C0675,VantageScore4,769,2025-10-05,Collections and recent delinquencies
C0676,FICO8,653,2025-10-05,Recent inquiry; utilization moderate
C0676,VantageScore4,725,2025-10-05,Low utilization; long history
C0677,FICO8,551,2025-10-05,Recent inquiry; utilization moderate
C0677,VantageScore4,637,2025-10-05,Low utilization; long history
C0678,FICO8,685,2025-10-05,Recent delinquency; new account
C0678,VantageScore4,708,2025-10-05,Short history; high utilization
C0679,FICO8,527,2025-10-05,Short history; high utilization
C0679,VantageScore4,508,2025-10-05,Recent delinquency; new account
C0680,FICO8,778,2025-10-05,Recent delinquency; new account
C0680,VantageScore4,622,2025-10-05,Recent delinquency; new account
C0681,FICO8,491,2025-10-05,Recent inquiry; utilization moderate
C0681,VantageScore4,755,2025-10-05,Collections and recent delinquencies
C0682,FICO8,524,2025-10-05,Delinquencies in past 24 months
C0682,VantageScore4,579,2025-10-05,Collections and recent delinquencies
C0683,FICO8,642,2025-10-05,Low utilization; long history
C0683,VantageScore4,664,2025-10-05,Delinquencies in past 24 months
C0684,FICO8,555,2025-10-05,Delinquencies in past 24 months
C0684,VantageScore4,669,2025-10-05,Delinquencies in past 24 months
C0685,FICO8,670,2025-10-05,Low utilization; long history
C0685,VantageScore4,625,2025-10-05,Short history; high utilization
C0686,FICO8,659,2025-10-05,Multiple inquiries; elevated balances
C0686,VantageScore4,708,2025-10-05,Recent inquiry; utilization moderate
C0687,FICO8,590,2025-10-05,Collections and recent delinquencies
C0687,VantageScore4,692,2025-10-05,Collections and recent delinquencies
C0688,FICO8,627,2025-10-05,High utilization; short history
